title,combined_text,release_year,voting
"Big Mommas: Like Father, Like Son","Crime Comedy Actionundercover fbi sequel comedy disguise fbiagent impersonation duringcreditsstingerF B I   a g e n t   M a l c o l m   T u r n e r   a n d   h i s   1 7 - y e a r - o l d   s o n ,   T r e n t ,   g o   u n d e r c o v e r   a t   a n   a l l - g i r l s   p e r f o r m i n g   a r t s   s c h o o l   a f t e r   T r e n t   w i t n e s s e s   a   m u r d e r .   P o s i n g   a s   B i g   M o m m a   a n d   C h a r m a i n e ,   t h e y   m u s t   f i n d   t h e   m u r d e r e r   b e f o r e   h e   f i n d s   t h e m . 2011",2011,5.3
Source Code,"Thriller ScienceFiction Mysterybomb identity fantasy bomber suspicion timetravel investigation surrealism soldier helicopterpilotD e c o r a t e d   s o l d i e r   C a p t a i n   C o l t e r   S t e v e n s   w a k e s   u p   i n   t h e   b o d y   o f   a n   u n k n o w n   m a n ,   d i s c o v e r i n g   h e ' s   i n v o l v e d   i n   a   m i s s i o n   t o   f i n d   t h e   b o m b e r   o f   a   C h i c a g o   c o m m u t e r   t r a i n .   H e   l e a r n s   h e ' s   p a r t   o f   a   t o p - s e c r e t   e x p e r i m e n t a l   p r o g r a m   t h a t   e n a b l e s   h i m   t o   e x p e r i e n c e   t h e   f i n a l   8   m i n u t e s   o f   a n o t h e r   p e r s o n ' s   l i f e .   C o l t e r   r e - l i v e s   t h e   t r a i n   i n c i d e n t   o v e r   a n d   o v e r   a g a i n ,   g a t h e r i n g   m o r e   c l u e s   e a c h   t i m e .   B u t   c a n   h e   d i s c o v e r   w h o   i s   r e s p o n s i b l e   f o r   t h e   a t t a c k   b e f o r e   t h e   n e x t   o n e   h a p p e n s ? 2011",2011,7.1
The Number 23,"Thriller Drama Mysterysuicide basedonnovel hotelroom obsession sadomasochism psychologicalthriller killer family numbersW a l t e r   S p a r r o w   i s   a n   a n i m a l   c o n t r o l   o f f i c e r   t h a t   b e c o m e s   o b s e s s e d   w i t h   a   m y s t e r i o u s   b o o k   t h a t   s e e m s   t o   b e   b a s e d   o n   h i s   o w n   l i f e .   A s   s o o n   a s   h e   o p e n s   t h e   b o o k ,   h e   n o t i c e s   s t r a n g e   p a r a l l e l s   b e t w e e n   w h a t   h e   r e a d s   a n d   w h a t   h e ' s   e x p e r i e n c e d .   B u t   n o w   h e ' s   w o r r i e d   t h a t   a   f i c t i o n a l   m u r d e r   m i g h t   m a t e r i a l i z e . 2007",2007,6.3
Repo Men,"Action ScienceFiction Thriller Crimedystopia evilcorporation repoman aftercreditsstingerI n   t h e   f u t u r e ,   m e d i c a l   t e c h n o l o g y   h a s   a d v a n c e d   t o   t h e   p o i n t   w h e r e   p e o p l e   c a n   b u y   a r t i f i c i a l   o r g a n s   t o   e x t e n d   t h e i r   l i v e s .   B u t   i f   t h e y   d e f a u l t   o n   p a y m e n t s ,   a n   o r g a n i z a t i o n   k n o w n   a s   t h e   U n i o n   s e n d s   a g e n t s   t o   r e p o s s e s s   t h e   o r g a n s .   R e m y   i s   o n e   o f   t h e   b e s t   a g e n t s   i n   t h e   b u s i n e s s ,   b u t   w h e n   h e   b e c o m e s   t h e   r e c i p i e n t   o f   a n   a r t i f i c i a l   h e a r t ,   h e   f i n d s   h i m s e l f   i n   t h e   s a m e   d i r e   s t r a i t s   a s   h i s   m a n y   v i c t i m s . 2010",2010,6.2
The Good German,War Crime Drama Mystery Romance Thrillerberlin corruption nazibackground loveofone'slife chauffeur blackmarket missile postwarperiod warcorrespondent allied truth murder humanityA n   A m e r i c a n   j o u r n a l i s t   p l a y e d   b y   G e o r g e   C l o o n e y   a r r i v e s   i n   B e r l i n   j u s t   a f t e r   t h e   e n d   o f   W o r l d   W a r   T w o .   H e   b e c o m e s   i n v o l v e d   i n   a   m u r d e r   m y s t e r y   s u r r o u n d i n g   a   d e a d   G I   w h o   w a s h e s   u p   a t   a   l a k e s i d e   m a n s i o n   d u r i n g   t h e   P o t s d a m   n e g o t i a t i o n s   b e t w e e n   t h e   A l l i e d   p o w e r s .   S o o n   h i s   i n v e s t i g a t i o n   c o n n e c t s   w i t h   h i s   s e a r c h   f o r   h i s   m a r r i e d   p r e - w a r   G e r m a n   l o v e r   p l a y e d   b y   C a t e   B l a n c h e t t . 2006,2006,5.9
Apocalypse Now,"Drama Warguerrilla river vietnam vietcong cambodia army insanity tribe greenberet jungle apocalypse death napalmA t   t h e   h e i g h t   o f   t h e   V i e t n a m   w a r ,   C a p t a i n   B e n j a m i n   W i l l a r d   i s   s e n t   o n   a   d a n g e r o u s   m i s s i o n   t h a t ,   o f f i c i a l l y ,   "" d o e s   n o t   e x i s t ,   n o r   w i l l   i t   e v e r   e x i s t . ""   H i s   g o a l   i s   t o   l o c a t e   -   a n d   e l i m i n a t e   -   a   m y s t e r i o u s   G r e e n   B e r e t   C o l o n e l   n a m e d   W a l t e r   K u r t z ,   w h o   h a s   b e e n   l e a d i n g   h i s   p e r s o n a l   a r m y   o n   i l l e g a l   g u e r r i l l a   m i s s i o n s   i n t o   e n e m y   t e r r i t o r y . 1979",1979,8.0
Going the Distance,"Comedy Drama Romancemalenudity sex sanfrancisco waitress newspaper bar nudity airplane malefemalerelationship writer newyorkcity masturbation phonesex textmessaging intern longdistancerelationship womandirector recordcompany skypeE r i n   a n d   G a r r e t t   a r e   v e r y   m u c h   i n   l o v e .   W h e n   E r i n   m o v e s   t o   S a n   F r a n c i s c o   t o   f i n i s h   h e r   j o u r n a l i s m   d e g r e e   a n d   G a r r e t t   s t a y s   b e h i n d   i n   N e w   Y o r k   t o   w o r k   i n   t h e   m u s i c   i n d u s t r y ,   t h e y   g a m e l y   k e e p   t h e   r o m a n c e   a l i v e   w i t h   w e b c a m s   a n d   f r e q u e n t - f l y e r   m i l e s .   B u t   j u s t   w h e n   i t   s e e m s   t h e   l o v e r s   w i l l   s o o n   b e   r e u n i t e d ,   t h e y   e a c h   s c o r e   a   b i g   b r e a k   t h a t   c o u l d   s e p a r a t e   t h e m   f o r   g o o d . 2010",2010,6.0
Moonraker,Action Adventure Thriller ScienceFictionvenice massmurder spacemarine spacesuit marcussquare spacebattle secretbase utopia spacetravel boatchase astronaut lasers britishsecretservice weightlessnessD u r i n g   t h e   t r a n s p o r t a t i o n   o f   a   S p a c e   S h u t t l e   a   B o e i n g   7 4 7   c r a s h e s   i n   t h e   A t l a n t i c   O c e a n   y e t   w h e n   t h e y   g o   t o   l o o k   f o r   t h e   d e s t r o y e d   s h u t t l e   i t   i s   n o t   t h e r e .   J a m e s   B o n d   i n v e s t i g a t e s   t h e   m i s s i n g   m i s s i o n   s p a c e   s h u t t l e   a n d   s o o n   l e a r n s   t h a t   t h e   s h u t t l e s   o w n e r   H u g o   D r a x   w a n t s   t o   k i l l   a l l   o f   m a n k i n d . 1979,1979,5.9
Extraordinary Measures,"DramaW o r k i n g - c l a s s   f a t h e r   J o h n   C r o w l e y   i s   f i n a l l y   o n   t h e   f a s t   t r a c k   t o   c o r p o r a t e   s u c c e s s   w h e n   h i s   t w o   y o u n g   c h i l d r e n ,   M e g a n   a n d   P a t r i c k ,   a r e   d i a g n o s e d   w i t h   P o m p e   d i s e a s e   -   a   c o n d i t i o n   t h a t   p r e v e n t s   t h e   b o d y   f r o m   b r e a k i n g   d o w n   s u g a r .   W i t h   t h e   s u p p o r t   o f   h i s   w i f e ,   A i l e e n ,   J o h n   d i t c h e s   h i s   c a r e e r   a n d   t e a m s   w i t h   u n c o n v e n t i o n a l   s p e c i a l i s t   D r .   R o b e r t   S t o n e h i l l   t o   f o u n d   a   b i o - t e c h   c o m p a n y   a n d   d e v e l o p   a   c u r e   i n   t i m e   t o   s a v e   t h e   l i v e s   o f   M e g a n   a n d   P a t r i c k .   A s   D r .   S t o n e h i l l   w o r k s   t i r e l e s s l y   t o   p r o v e   t h e   t h e o r i e s   t h a t   m a d e   h i m   t h e   b l a c k   s h e e p   o f   t h e   m e d i c a l   c o m m u n i t y ,   a   p o w e r f u l   b o n d   i s   f o r g e d   b e t w e e n   t h e   t w o   u n l i k e l y   a l l i e s . 2010",2010,6.0
Remember the Titans,"Dramakukluxklan americanfootball trainer sportsteam racepolitics coaction apartheid sport highschool racialsegregation racist basedontruestory americanfootballplayer xenophobia headcoachA f t e r   l e a d i n g   h i s   f o o t b a l l   t e a m   t o   1 5   w i n n i n g   s e a s o n s ,   c o a c h   B i l l   Y o a s t   i s   d e m o t e d   a n d   r e p l a c e d   b y   H e r m a n   B o o n e   –   t o u g h ,   o p i n i o n a t e d   a n d   a s   d i f f e r e n t   f r o m   t h e   b e l o v e d   Y o a s t   a s   h e   c o u l d   b e .   T h e   t w o   m e n   l e a r n   t o   o v e r c o m e   t h e i r   d i f f e r e n c e s   a n d   t u r n   a   g r o u p   o f   h o s t i l e   y o u n g   m e n   i n t o   t r u e   c h a m p i o n s . 2000",2000,7.4
The Hunt for Red October,"Action Adventure Thrillersubmarine coldwar russian defection jackryanA   n e w   S o v i e t   n u c l e a r   m i s s i l e   s u b   ( a   B o o m e r )   h e a d i n g   o u t   o n   h e r   m a i d e n   v o y a g e   t h a t   i s   b e i n g   t r a c k e d   b y   a   L o s   A n g e l e s   c l a s s   A m e r i c a n   s u b m a r i n e   s u d d e n l y   g o e s   s i l e n t   a n d   "" d i s a p p e a r s "" .   T h i s   f o c u s e s   t h e   a t t e n t i o n   o f   b o t h   U . S .   I n t e l l i g e n c e   a n d   t h e   U . S .   N a v y   o n   t h e   R u s s i a n   S u b   C o m m a n d e r   .     W h e n   i t   i s   d e t e r m i n e d   t h a t   t h e   s i l e n t   S o v i e t   B o o m e r   m a y   b e   h e a d e d   f o r   A m e r i c a n   c o a s t a l   w a t e r s   p a n i c   e n s u e s .   A   C I A   a n a l y s t ,   J a c k   R y a n ,     c o n v i n c e s   t h e   b r a s s   t h a t   t h e   B o o m e r ' s   c o m m a n d e r   m a y   i n t e n d   s o m e t h i n g   o t h e r   t h a n   a   n u c l e a r   f i r s t   s t r i k e   i n   m i n d .   A   p e r i l o u s   a n d   t e n s e   c a t - a n d - m o u s e   g a m e   e n s u e s . 1990",1990,7.2
Se7en,"Crime Mystery Thrillerself-fulfillingprophecy detective s.w.a.t. drugdealer evisceration lustandimpulsiveness rageandhate prideandvanity immoderateness insomnia investigation pension police serialkillerT w o   h o m i c i d e   d e t e c t i v e s   a r e   o n   a   d e s p e r a t e   h u n t   f o r   a   s e r i a l   k i l l e r   w h o s e   c r i m e s   a r e   b a s e d   o n   t h e   "" s e v e n   d e a d l y   s i n s ""   i n   t h i s   d a r k   a n d   h a u n t i n g   f i l m   t h a t   t a k e s   v i e w e r s   f r o m   t h e   t o r t u r e d   r e m a i n s   o f   o n e   v i c t i m   t o   t h e   n e x t .   T h e   s e a s o n e d   D e t .   S o m m e r s e t   r e s e a r c h e s   e a c h   s i n   i n   a n   e f f o r t   t o   g e t   i n s i d e   t h e   k i l l e r ' s   m i n d ,   w h i l e   h i s   n o v i c e   p a r t n e r ,   M i l l s ,   s c o f f s   a t   h i s   e f f o r t s   t o   u n r a v e l   t h e   c a s e . 1995",1995,8.1
District 9,"ScienceFictionslum streetgang mutation southafrica johannesburg dystopia genetics government satire alien prawn mockumentary alternatehistory racism metamorphosis xenophobia internmentcamp bodytransformation alientechnology segregationA l i e n s   l a n d   i n   S o u t h   A f r i c a   a n d ,   w i t h   t h e i r   s h i p   t o t a l l y   d i s a b l e d ,     h a v e   n o   w a y   h o m e .   Y e a r s   l a t e r ,   a f t e r   l i v i n g   i n   a   s l u m   a n d   w e a r i n g   o u t   t h e i r   w e l c o m e   t h e   ' N o n - H u m a n s '   a r e   b e i n g   m o v e d   t o   a   n e w   t e n t   c i t y   o v e r s e e n   b y   M u l t i - N a t i o n a l   U n i t e d   ( M N U ) . 2009",2009,7.3
Million Dollar Baby,"Dramatransporter suicideattempt strongwoman boxer dyinganddeath strokeoffate training advancement sport femaleprotagonist boxingtrainer determinationD e s p o n d e n t   o v e r   a   p a i n f u l   e s t r a n g e m e n t   f r o m   h i s   d a u g h t e r ,   t r a i n e r   F r a n k i e   D u n n   i s n ' t   p r e p a r e d   f o r   b o x e r   M a g g i e   F i t z g e r a l d   t o   e n t e r   h i s   l i f e .   B u t   M a g g i e ' s   d e t e r m i n e d   t o   g o   p r o   a n d   t o   c o n v i n c e   D u n n   a n d   h i s   c o h o r t   t o   h e l p   h e r . 2004",2004,7.7
The Notebook,"Romance Dramapoem river sadness fight loveofone'slife dementia class secretlove tears candle mailboxA n   e p i c   l o v e   s t o r y   c e n t e r e d   a r o u n d   a n   o l d e r   m a n   w h o   r e a d s   a l o u d   t o   a   w o m a n   w i t h   A l z h e i m e r ' s .   F r o m   a   f a d e d   n o t e b o o k ,   t h e   o l d   m a n ' s   w o r d s   b r i n g   t o   l i f e   t h e   s t o r y   a b o u t   a   c o u p l e   w h o   i s   s e p a r a t e d   b y   W o r l d   W a r   I I ,   a n d   i s   t h e n   p a s s i o n a t e l y   r e u n i t e d ,   s e v e n   y e a r s   l a t e r ,   a f t e r   t h e y   h a v e   t a k e n   d i f f e r e n t   p a t h s . 2004",2004,7.7
27 Dresses,Comedy Romancelovesickness newspaper bar sistersisterrelationship newlove weddingplaner witness bride bridesmaid sister music romanticcomedy siblingrivalry reporter wedding womandirectorA l t r u i s t i c   J a n e   f i n d s   h e r s e l f   f a c i n g   h e r   w o r s t   n i g h t m a r e   a s   h e r   y o u n g e r   s i s t e r   a n n o u n c e s   h e r   e n g a g e m e n t   t o   t h e   m a n   J a n e   s e c r e t l y   a d o r e s . 2008,2008,6.1
Hannah Montana: The Movie,"Comedy Drama Family Music Romancedoublelife popstar musical tennessee teenagegirl teenmovie teenager hometown famousW h e n   M i l e y   S t e w a r t   ( a k a   p o p - s t a r   H a n n a h   M o n t a n a )   g e t s   t o o   c a u g h t   u p   i n   t h e   s u p e r s t a r   c e l e b r i t y   l i f e s t y l e ,   h e r   d a d   d e c i d e s   i t ' s   t i m e   f o r   a   t o t a l   c h a n g e   o f   s c e n e r y .   B u t   s w e e t   n i b b l e t s !   M i l e y   m u s t   t r a d e   i n   a l l   t h e   g l i t z   a n d   g l a m o u r   o f   H o l l y w o o d   f o r   s o m e   o l '   b l u e   j e a n s   o n   t h e   f a m i l y   f a r m   i n   T e n n e s s e e ,   a n d   q u e s t i o n   i f   s h e   c a n   b e   b o t h   M i l e y   S t e w a r t   a n d   H a n n a h   M o n t a n a .   W i t h   a   l i t t l e   h e l p   f r o m   h e r   f r i e n d s   –   a n d   a w e s o m e   g u e s t   s t a r s   T a y l o r   S w i f t ,   R a s c a l   F l a t t s   a n d   V a n e s s a   W i l l i a m s   –   w i l l   s h e   f i g u r e   o u t   w h e t h e r   t o   c h o o s e   H a n n a h   o r   M i l e y ? 2009",2009,6.0
Up in the Air,"Drama Romancesuitcase business omaha ontheroad downsizing crosscountry duringcreditsstingerG e o r g e   C l o o n e y   p l a y s   t h e   d r y   c y n i c a l   c h a r a c t e r   o f   R y a n   B i n g h a m ,   a n   e x e c u t i v e   w h o   s p e c i a l i z e s   i n   "" d o w n s i z i n g "" .   R y a n   l i v e s   o u t   o f   h i s   s u i t c a s e ,   t r a v e l i n g   t h e   c o u n t r y   f o r   t h e   s o l e   p u r p o s e   t e r m i n a t i n g   u n w a n t e d   e m p l o y e e s   d a y   a f t e r   d a y .   J u s t   a s   R y a n   i s   a b o u t   t o   r e a c h   h i s   l i f e - l o n g   g o a l   o f   t h e   t e n   m i l l i o n   m i l e   f r e q u e n t   f l y e r   m a r k   s o m e   m a j o r   c h a n g e s   c o m e   h i s   w a y .   C h a n g e s   t h a t   t h r e a t e n   t o   c r a c k   t h e   c o l d   h e a r t l e s s   e x t e r i o r   t h a t   i s   R y a n   B i n g h a m . 2009",2009,6.7
Looper,"Action Thriller ScienceFictionsuicide assassin drugaddiction future timetravel dystopia retirement boy murder organizedcrime tragedy execution violence criminal drugaddict contractkiller neo-noirI n   t h e   f u t u r i s t i c   a c t i o n   t h r i l l e r   L o o p e r ,   t i m e   t r a v e l   w i l l   b e   i n v e n t e d   b u t   i t   w i l l   b e   i l l e g a l   a n d   o n l y   a v a i l a b l e   o n   t h e   b l a c k   m a r k e t .   W h e n   t h e   m o b   w a n t s   t o   g e t   r i d   o f   s o m e o n e ,   t h e y   w i l l   s e n d   t h e i r   t a r g e t   3 0   y e a r s   i n t o   t h e   p a s t   w h e r e   a   l o o p e r ,   a   h i r e d   g u n ,   l i k e   J o e   i s   w a i t i n g   t o   m o p   u p .   J o e   i s   g e t t i n g   r i c h   a n d   l i f e   i s   g o o d   u n t i l   t h e   d a y   t h e   m o b   d e c i d e s   t o   c l o s e   t h e   l o o p ,   s e n d i n g   b a c k   J o e ' s   f u t u r e   s e l f   f o r   a s s a s s i n a t i o n . 2012",2012,6.6
Forgetting Sarah Marshall,"Comedy Romance Dramahawaii one-nightstand beautyW h e n   S a r a h   M a r s h a l l   d u m p s   a s p i r i n g   m u s i c i a n   P e t e r   B r e t t e r   f o r   r o c k   s t a r   A l d o u s   S n o w ,   P e t e r ' s   w o r l d   c o m e s   c r a s h i n g   d o w n .   H i s   b e s t   f r i e n d   s u g g e s t s   t h a t   P e t e r   s h o u l d   g e t   a w a y   f r o m   e v e r y t h i n g   a n d   t o   f l y   o f f   t o   H a w a i i   t o   e s c a p e   a l l   h i s   p r o b l e m s .   A f t e r   a r r i v i n g   i n   H a w a i i   a n d   m e e t i n g   t h e   b e a u t i f u l   R a c h e l   J a n s e n ,   P e t e r   i s   s h o c k e d   t o   s e e   n o t   o n l y   A l d o u s   S n o w   i n   H a w a i i ,   b u t   a l s o   S a r a h   M a r s h a l l . 2008",2008,6.4
